demand_iko,pv_profile
2622.934231,0
2146.570747,0
1627.066156,0
1323.728088,0
1072.7783,0
963.837376,0
937.6278064,0
917.6338574,0
1002.202329,0
1269.624384,0
1882.485381,0
2539.712746,0
1865.737222,46.40582349
1678.290861,327.2975433
1811.573445,391.4467698
1882.516207,246.633303
1930.311744,322.6569609
1797.488465,181.8016379
1591.364349,144.9499545
1448.039358,47.22474978
1444.365158,1.228389444
1783.2509,0
2190.447051,0
2556.951002,0
2670.698941,0
2207.19521,0
1695.957596,0
1377.922658,0
1098.497772,0
957.4074827,0
910.9897587,0
895.1293485,0
994.8539272,0
1266.409454,0
1882.485381,0
2567.728606,0
1900.642213,30.30027297
1691.609885,213.6032757
1806.521398,290.7188353
1856.796735,178.7989081
1886.680506,117.5159236
1747.427333,122.7024568
1555.081546,172.11101
1443.905853,69.60873522
1471.921714,2.593266606
1841.119704,0
2280.005917,0
2652.939761,0
2776.332489,0
2305.021052,0
1786.894274,0
1472.0743,0
1199.079273,0
1072.226549,0
1022.134625,0
1003.977793,0
1105.539489,0
1375.717203,0
1979.392648,0
2635.701471,0
1983.771185,40.26387624
1805.051106,211.55596
1940.630044,269.8362147
2001.468746,453.9581439
2042.834423,288.3985441
1902.203438,285.9417653
1705.26484,119.4267516
1601.437617,39.99090081
1673.084682,1.228389444
2102.907136,0
2607.469858,0
2935.394618,0
2978.87327,0
2437.292581,0
1932.025555,0
1708.142259,0
1456.733233,0
1283.952883,0
1267.388103,0
1301.129486,0
1434.381243,0
1731.197005,0
2376.666571,0
2981.077179,0
2226.728308,16.78798908
1977.279672,101.0009099
2064.634629,188.2165605
2097.916742,193.9490446
2117.237181,338.3530482
1962.368597,617.4704277
1753.488855,536.8061874
1642.772467,233.3939945
1688.240823,11.60145587
2078.106205,0
2519.748077,0
2859.154776,0
3000,0
2560.378625,0
2090.475861,0
1820.205667,0
1556.85543,0
1396.016291,0
1351.894921,0
1334.656665,0
1405.446841,0
1621.889257,0
2203.519463,0
2888.303384,0
2207.438696,95.13193812
2035.148476,391.8562329
2139.496658,599.5905369
2119.962013,737.8525932
2099.325414,818.6533212
1934.35277,550.0454958
1717.206052,394.1765241
1576.177415,194.4949955
1587.659322,2.593266606
1953.183078,0
2392.528562,0
2790.263336,0
2922.382312,0
2488.731526,0
2009.643243,0
1725.135484,0
1515.061308,0
1406.579622,0
1358.324814,0
1336.953053,0
1415.550935,0
1675.624556,0
2286.189164,0
2967.758189,0
2301.131066,23.47588717
2063.164337,75.20473158
2084.842783,295.4959054
2057.500433,743.4485895
2044.212269,784.5313923
1876.024695,244.5859873
1655.663013,349.1355777
1518.767882,223.0209281
1534.842565,12.28389445
1906.79618,0
2335.119062,0
2706.67506,0
2832.823447,0
2370.238258,0
1815.369405,0
1486.771136,0
1207.805521,0
1047.425619,0
1002.385741,0
972.7470027,0
1070.175227,0
1326.574647,0
1931.627937,0
2621.463905,0
1971.830007,19.38125569
1773.361045,148.2256597
1848.315553,238.5805277
1884.353291,174.7042766
1926.637543,225.3412193
1780.954512,208.6897179
1575.2897,149.044586
1449.876442,48.04367607
1471.921714,13.37579618
1869.594802,0
2329.607744,0
2704.378672,0
2862.676391,0
2407.898908,0
1893.446364,0
1614.449922,0
1344.210555,0
1234.810326,0
1162.67313,0
1122.47106,0
1231.840462,0
1561.264793,0
2147.028472,0
2914.482127,0
2273.574477,7.779799818
2033.311359,16.78798908
2069.227405,23.20291174
1986.312638,61.55595996
1963.379651,229.7088262
1793.814231,213.7397634
1578.963901,169.5177434
1457.224877,62.10191082
1485.240737,2.593266606
1840.660399,0
2229.026243,0
2558.328848,0
2648.653703,0
2148.867135,0
1608.235814,0
1275.963344,0
996.5384583,0
853.6110854,0
797.5485383,0
758.7243148,0
838.240739,0
1099.692206,0
1707.041851,0
2400.092782,0
1739.895519,99.49954503
1550.612075,315.0136488
1679.301883,208.8262056
1732.79215,190.8098271
1765.890884,111.7834395
1620.667123,590.8553229
1424.647101,370.5641493
1296.478217,214.0127389
1318.523455,14.19472247
1684.965787,0
2110.532975,0
2431.109333,0
2542.560884,0
2073.086565,0
1557.256174,0
1249.784601,0
985.9750934,0
857.2852862,0
831.0757165,0
817.9709317,0
922.2882864,0
1208.081379,0
1822.320189,0
2480.006824,0
1813.839006,44.90445861
1613.992198,310.5095541
1720.177462,232.8480437
1751.622492,278.4349409
1755.327519,505.8234759
1603.214627,633.5759781
1386.52718,401.6833485
1251.469132,153.2757052
1257.898992,5.186533212
1611.0223,0
2025.107615,0
2363.136469,0
2471.373056,0
1989.039017,0
1468.615851,0
1153.795876,0
881.7193916,0
748.8961127,0
700.1820006,0
681.106627,0
778.5348176,0
1071.217075,0
1706.123309,0
2395.040735,0
1766.074263,104.9590537
1530.863192,367.2884439
1581.01677,543.9035487
1577.556808,556.5969063
1556.920209,351.4558689
1378.16927,395.131938
1156.889047,320.6096451
1043.87627,262.8753412
1113.686286,22.24749773
1523.759822,0
1970.453741,0
2335.120608,0
2466.321043,0
1996.387419,0
1476.882827,0
1165.737054,0
898.2533453,0
758.0816313,0
722.2272386,0
692.5885337,0
776.6977341,0
1058.816626,0
1671.218318,0
2350.490955,0
1679.730327,77.66151045
1444.519256,80.39126478
1516.258835,92.26569609
1528.414251,203.6396724
1564.727881,92.94813468
1417.207766,54.18562329
1201.898131,16.78798908
1071.43286,47.22474978
1086.588967,9.554140128
1452.112757,0
1880.894876,0
2239.591154,0
2362.065341,0
1881.109115,0
1345.07057,0
1024.739244,0
743.0180034,0
605.6019148,0
568.8290139,0
560.7762424,0
652.2338779,0
921.9523215,0
1538.028214,0
2203.522556,0
1528.628457,16.78798908
1323.270364,69.06278436
1432.670558,145.3594177
1476.516036,162.2838944
1499.051405,141.9472247
1359.338962,117.5159236
1159.185435,348.1801638
1036.068598,302.3202912
1048.928318,43.1301183
1399.755271,0
1806.032847,0
2134.876181,0
2273.425017,0
1795.22445,0
1261.482293,0
931.9654488,0
659.4297269,0
533.495545,0
506.8267044,0
494.1811905,0
590.2315684,0
876.9432366,0
1527.005579,0
2236.590463,0
1590.630766,146.5878071
1398.591663,439.3539582
1525.903624,658.0072794
1587.660868,823.7033667
1624.433803,823.1574159
1479.210042,747.5432211
1273.54523,626.8880802
1147.672701,368.1073704
1173.851445,50.09099181
1565.553977,0
2025.107615,0
2379.670389,0
2524.649118,0
2079.516424,0
1583.434917,0
1298.927158,0
1053.488721,0
926.6359971,0
882.5146611,0
857.9279696,0
950.7634177,0
1222.778216,0
1839.772684,0
2509.400531,0
1836.343515,160.6460419
1600.213903,461.3284803
1676.086953,629.0718834
1697.427888,779.8908099
1699.755103,729.2538672
1543.508706,671.6560509
1333.710389,562.8753411
1202.326576,282.5295723
1206.000777,32.21110101
1546.723636,0
1955.756904,0
2297.000687,0
2410.289322,0
1935.303685,0
1414.880552,0
1098.22346,0
824.7691628,0
682.3010608,0
631.2905606,0
601.6518221,0
688.0574105,0
962.3686303,0
1583.955841,0
2276.088197,0
1624.157911,53.77616016
1444.059986,277.3430391
1580.557499,491.3557779
1659.307967,475.5232029
1708.022079,454.6405824
1574.280225,350.500455
1366.778296,313.7852592
1216.104871,143.7215651
1212.43067,20.47315742
1609.644487,0
2039.804452,0
2380.588964,0
2501.226033,0
2048.285634,0
1529.699585,0
1215.798152,0
944.180972,0
813.1947766,0
766.7770526,0
730.7084544,0
821.7067854,0
1097.395818,0
1706.123309,0
2365.647062,0
1693.049351,35.35031847
1492.284,32.34758871
1600.306382,78.7534122
1665.278556,126.3876251
1700.673644,190.9463148
1559.124084,122.4294814
1351.622189,123.9308462
1211.971365,59.37215652
971.3106298,31.25568699
1365.768822,0
1828.078118,0
2221.679388,0
2387.784813,0
1962.860274,0
1491.120393,0
1225.442975,0
1004.805435,0
920.6654083,0
927.9829832,0
957.5908953,0
1100.946713,0
1427.615419,0
2094.211714,0
2829.516038,0
2060.01106,18.01637853
1745.804455,427.6160145
1733.955757,673.8398544
1711.665454,794.4949956
1700.214373,771.1555959
1534.323187,465.1501365
1326.821259,466.2420381
1219.779071,226.433121
1306.123007,33.30300273
1777.280311,0
2274.035328,0
2690.141106,0
2816.289493,0
2350.948679,0
1835.57756,0
1515.705538,0
1227.0951,0
1081.871339,0
1038.209274,0
1039.342055,0
1164.326835,0
1431.289619,0
2033.587251,0
2687.599686,0
2025.106069,15.55959964
1809.643848,73.56687897
1888.731828,41.35577799
1895.835198,77.52502275
1879.332104,63.33030027
1701.49974,50.36396724
1477.923129,49.13557779
1335.975951,57.59781621
1366.288199,9.008189262
1757.531427,0
2223.055654,0
2741.12078,0
2913.656065,0
2445.100287,0
1925.136425,0
1609.857146,0
1339.158508,0
1196.690406,0
1149.35414,0
1135.33078,0
1228.166228,0
1510.28512,0
2131.413093,0
2826.301108,0
2140.843644,7.779799818
1880.372405,57.05186532
1923.177548,55.55050044
1919.717586,230.1182894
1901.377342,98.13466788
1720.330048,156.278435
1498.590554,192.5841674
1384.199965,56.91537762
1465.951125,31.11919926
1909.551839,0
2372.779712,0
2748.469181,0
2879.669615,0
2391.364988,0
1848.89655,0
1506.97929,0
1221.124511,0
1066.255961,0
999.6300822,0
964.0207549,0
1051.344885,0
1323.359717,0
1940.354185,0
2622.841751,1.228389444
1958.970288,92.94813468
1715.49224,283.0755232
1795.498762,340.6733394
1825.106674,328.798908
1825.137501,429.6633303
1656.031385,141.6742493
1443.018138,85.98726114
1320.819843,71.1101001
1391.548367,11.60145587
1793.35496,0
2223.514925,0
2557.869577,0
2664.269081,0
2186.068514,0
1665.645348,0
1351.284644,0
1102.171973,0
985.882614,0
952.3246429,0
940.1383998,0
1038.025895,0
1326.115376,0
1957.806681,0
2632.945812,0
1975.044937,6.414922656
1771.523928,21.97452229
1880.464885,29.75432211
1905.02075,34.94085531
1916.992754,47.77070064
1735.486156,38.76251136
1494.916353,49.68152865
1355.265563,27.1610555
1381.444306,7.779799818
1763.961287,0
2187.232121,0
2528.935175,0
2637.171796,0
2143.815088,0
1609.15439,0
1279.178274,0
999.7533881,0
865.0929921,0
828.3200576,0
810.6224966,0
918.6140857,0
1208.54065,0
1842.528343,0
2533.282886,0
1866.655764,15.55959964
1630.526151,67.15195632
1729.363015,83.9399454
1759.430164,156.5514104
1770.024355,89.12647863
1610.563029,71.38307553
1402.601829,43.94904459
1275.810758,47.63421291
1307.960124,6.414922656
1683.128669,0
2107.318046,0
2457.288076,0
2572.413828,0
2103.85805,0
1591.242623,0
1282.852475,0
1020.420813,0
898.1608658,0
864.1435902,0
833.1270391,0
914.9398514,0
1182.361907,0
1792.467245,0
2478.629012,0
1806.0313,20.60964513
1601.591749,91.31028207
1711.451215,244.0400364
1755.755963,459.0081894
1784.721192,767.1974523
1630.771183,714.6496815
1411.787348,531.8926296
1272.136558,330.5732484
1275.351487,107.9617835
1623.882053,0
2036.130251,0
2390.233753,0
2509.49301,0
2042.315045,0
1528.781043,0
1220.850199,0
957.9592667,0
831.5658139,0
787.4444779,0
765.6134453,0
856.6117763,0
1132.300809,0
1752.050936,0
2455.205927,2.593266606
1814.757548,78.7534122
1637.415282,156.8243858
1772.994253,342.0382167
1820.513898,456.5514105
1805.388617,380.2547772
1622.044935,207.7343039
1440.72175,90.90081894
1300.611689,36.16924476
1329.546091,6.414922656
1713.900189,0
2149.112201,0
2506.889904,0
2638.090338,0
2174.586607,0
1656.459829,0
1350.366102,0
1086.556594,0
967.0523059,0
929.3608295,0
916.7153156,0
1016.439894,0
1294.425315,0
1910.960512,0
2598.500092,0
1918.553979,9.008189262
1684.26145,32.34758871
1783.098314,29.75432211
1826.943791,52.95723384
1850.856973,103.3212011
1705.633212,105.9144677
1497.212741,42.58416741
1375.014447,141.1282985
1405.785932,15.55959964
1778.198853,0
2204.225346,0
2558.328848,0
2667.943282,0
2202.143163,0
1690.905549,0
1379.300504,0
1119.624468,0
995.0681326,0
955.9988436,0
941.5162461,0
1027.921801,0
1298.558786,0
1905.908465,0
2554.868853,1.228389444
1877.219129,18.01637853
1667.268226,45.17743404
1765.645818,290.7188353
1795.713001,223.9763421
1815.03344,408.7807098
1675.780268,778.9353957
1467.359764,656.9153775
1353.428446,412.465878
1380.525765,119.9727025
1780.03597,0
2229.485514,0
2597.367311,0
2726.271357,0
2248.989365,0
1717.084292,0
1396.293729,0
1110.43895,0
966.593035,0
924.7680534,0
909.3668805,0
1012.765694,0
1295.343856,0
1915.093984,0
2658.665284,3.82165605
1998.468021,61.41947226
1788.976423,64.55868972
1878.627768,158.4622384
1916.961927,273.2484077
1913.31852,167.0609645
1749.264451,45.17743404
1533.495545,55.55050044
1394.304026,27.1610555
1416.349297,9.008189262
1803.459054,0
2266.686893,0
2606.093559,0
2768.065512,0
2326.607019,0
1821.799265,0
1509.734949,0
1244.547595,0
1117.694905,0
1084.136901,0
1057.253821,0
1136.311008,0
1407.866535,0
2036.34291,0
2730.771654,1.228389444
2022.809681,23.20291174
1762.79768,46.54231119
1831.322328,51.72884439
1836.588581,111.1010009
1849.479127,164.0582348
1702.418282,573.7943586
1501.805484,138.5350319
1380.525765,149.8635123
1405.785932,103.4576888
1789.221488,0
2224.892771,0
2586.80398,0
2708.359591,0
2235.670342,0
1716.625021,0
1403.64213,0
1137.076964,0
1003.79438,0
963.3472786,0
943.8126005,0
1042.618637,0
1316.929857,0
1933.465021,0
2604.011409,18.28935396
1930.035886,257.688808
1712.736581,478.2529572
1825.35174,518.1073704
1858.174548,629.7543222
1866.01308,584.8498635
1716.655848,661.2829845
1497.212741,519.6087351
1365.828895,310.6460418
1376.392259,117.3794359
1735.486156,1.228389444
2160.594107,0
2522.046011,0
2647.735128,0
2174.586607,0
1653.70417,0
1345.314055,0
1072.7783,0
938.5771746,0
892.6187215,0
867.1134882,0
958.1118191,0
1227.370992,0
1839.313413,0
2516.748932,1.228389444
1846.447609,30.98271156
1647.978647,45.17743404
1759.215959,23.20291174
1803.520707,56.77888989
1807.225734,47.77070064
1624.341323,388.9899909
1380.556558,55.55050044
1219.3198,42.58416741
1210.593553,10.37306642
1574.739496,0
2011.788592,0
2360.38081,0
2481.017879,0
2011.084289,0
1494.335323,0
1183.64882,0
913.4094527,0
779.2083275,0
736.0055333,0
716.4708888,0
807.0099489,0
1072.135616,0
1679.485295,0
2357.380085,2.593266606
1698.101398,105.77798
1527.648262,279.2538671
1681.598271,148.6351229
1764.941482,159.5541401
1792.988169,234.3494086
1602.296052,316.5150135
1369.533955,241.9927207
1224.371847,128.844404
1212.43067,36.44222019
1538.91593,0
1949.786316,0
2272.659028,0
2400.644532,0
1928.873825,0
1409.828505,0
1091.334296,0
823.3913165,0
695.620051,0
656.0914911,0
642.0681309,0
739.0370842,0
1007.836952,0
1618.401561,0
2303.644786,23.61237489
1635.180547,219.8817107
1434.874467,421.4740674
1529.577859,606.0054594
1550.918794,765.6960873
1644.182686,664.2857142
1482.884243,590.5823475
1275.841585,726.3876252
1132.057323,318.5623293
1168.340127,61.41947226
1532.945341,1.228389444
1967.698082,0
2338.794809,0
2460.809725,0
1988.120475,0
1487.446192,0
1192.375068,0
929.9434063,0
798.0386693,0
765.8584772,0
766.5319871,0
860.285977,0
1134.137926,0
1748.376735,0
2424.893679,5.186533212
1747.243954,36.16924476
1542.345099,95.26842585
1639.804149,258.644222
1679.056851,250.7279345
1700.214373,499.9545042
1543.967977,429.3903549
1330.036188,186.9881711
1198.652375,142.9026388
1241.824343,50.63694267
1602.296052,1.228389444
2031.078204,0
2377.374034,0
2522.812,0
2051.500564,0
1543.018609,0
1241.976895,0
978.626692,0
841.2106034,0
789.7408659,0
759.1835857,0
847.8855285,0
1113.011196,0
1728.168581,0
2491.948035,24.02183804
1825.320913,127.3430391
1613.532927,190.1273885
1677.92407,373.8398544
1684.108864,547.9981803
1687.813925,332.8935396
1541.671589,361.2829845
1344.733025,168.4258417
1232.17952,101.2738853
1253.30625,42.58416741
1643.630936,2.593266606
2068.738854,0
2404.93059,0
2523.271271,0
2047.826363,0
1526.943926,0
1208.449751,0
932.6990653,0
809.5205423,0
776.4218421,0
764.235599,0
860.285977,0
1146.997645,0
1769.962702,0
2484.140329,3.82165605
1782.608216,19.38125569
1531.781767,49.13557779
1592.498676,117.5159236
1598.224233,143.4485896
1595.958672,220.0181984
1459.461158,94.31301183
1250.581417,71.38307553
1121.034687,70.83712467
1143.079959,96.633303
1518.248504,2.593266606
1953.460516,0
2335.579879,0
2464.943196,0
2008.787901,0
1518.217678,0
1223.146587,0
951.9886779,0
823.7581079,0
782.3924309,0
763.3170573,0
869.9308001,0
1179.606248,0
1798.897104,0
2429.027184,7.779799818
1752.295968,46.54231119
1523.05552,60.73703367
1622.351654,252.2292994
1638.181271,506.3694267
1668.983583,450.2729754
1526.974752,127.88899
1331.414035,107.688808
1194.059599,71.1101001
1209.215706,74.38580529
1591.732721,3.82165605
2043.478653,0
2394.367225,0
2530.160436,0
2072.627294,0
1573.790128,0
1291.578723,0
1049.814486,0
925.2581508,0
868.7363663,0
851.4980763,0
943.4149826,0
1215.889085,0
1830.587165,0
2501.592825,6.414922656
1814.757548,18.01637853
1593.324772,58.14376707
1692.161636,329.4813468
1712.124725,122.7024568
1719.503986,186.9881711
1550.857141,469.2447681
1329.576917,252.7752502
1202.785847,122.7024568
1223.912576,68.92629663
1610.103758,5.186533212
2050.827088,0
2397.122884,0
2515.463599,0
2054.256223,0
1545.314997,0
1248.866059,0
1004.805435,0
911.4798897,0
891.2409088,0
877.2175486,0
970.0529967,0
1245.282758,0
1861.358685,0
2540.631287,5.186533212
1849.203268,20.60964513
1632.822506,37.39763421
1744.059851,68.51683347
1787.905295,65.92356687
1823.300383,220.4276615
1690.017834,173.066424
1485.730835,99.49954503
1365.828895,217.2884441
1383.28139,76.02365787
1742.834591,2.593266606
2168.40178,0
2544.091283,0
2673.4546,0
2214.084341,0
1706.980198,0
1393.997341,0
1128.809987,0
997.3645206,0
953.7024555,0
943.8126005,0
1036.648049,0
1314.174198,0
1932.087208,0
2598.959362,63.87625113
1930.035886,271.4740673
1724.677759,478.9353957
1834.537258,468.1528662
1865.982254,575.9781621
1879.791375,509.3721564
1725.841366,369.8817105
1521.554367,270.6551411
1399.815344,215.6505914
1414.052909,108.644222
1784.169441,12.55686988
2223.974196,0
2607.471405,0
2733.619792,0
2269.197486,0
1751.989283,0
1437.62858,0
1188.056637,0
1057.529713,0
1017.082578,0
993.8737324,0
1086.249876,0
1359.64252,0
1981.689036,0
2640.753518,81.21019107
1928.65804,374.2493175
1681.04652,658.2802548
1768.401477,876.5241129
1789.742412,1011.237489
1775.535673,950.3639673
1620.667123,771.9745224
1409.49096,688.3075524
1278.566417,375.2047317
1295.559642,113.1483167
1667.05402,20.3366697
2110.073705,0
2482.089007,0
2612.830137,0
2151.163523,0
1642.681534,0
1343.476938,0
1087.475136,0
970.7265066,0
942.2205489,0
937.8420118,0
1049.048531,0
1345.404988,0
1974.799905,0
2660.502401,86.94267516
1967.696536,379.299363
1734.322549,646.6787988
1811.114174,751.6378527
1822.810286,1044.540491
1817.789099,1047.543221
1656.490655,941.9017287
1443.477409,701.9563239
1315.767796,375.3412194
1340.568727,169.244768
1736.864002,22.38398544
2200.091841,0
2589.559638,0
2724.434274,0
2277.464463,0
1780.005143,0
1484.474748,0
1236.739923,0
1119.99126,0
1090.107489,0
1069.195032,0
1171.67527,0
1448.742115,0
2059.306724,0
2718.830476,62.37488625
2032.45447,368.6533212
1816.992283,472.5204732
1921.340465,499.4085531
1957.837507,709.599636
1974.402287,685.5777981
1826.882138,487.9435851
1616.624551,248.6806187
1482.944349,214.9681529
1487.996396,96.76979073
1847.090293,11.60145587
2275.872411,0
2662.125279,0
2801.133386,0
2335.333267,0
1826.851312,0
1533.617305,0
1278.534044,0
1158.570485,0
1127.308868,0
1119.715401,0
1209.33592,0
1457.927633,0
2052.876864,0
2719.289747,50.36396724
2012.246316,240.2183804
1774.279586,279.799818
1857.501072,436.0782531
1871.034301,219.0627844
1888.058352,171.0191083
1717.574389,201.7288444
1483.434447,132.9390355
1347.917128,68.51683347
1364.451082,41.35577799
1764.879829,5.186533212
2230.404089,0
2614.819806,0
2740.049652,0
2270.575332,0
1746.937236,0
1422.472472,0
1141.210469,0
995.5274371,0
949.109713,0
920.3895163,0
1011.387881,0
1287.07688,0
1903.612077,0
2591.15169,14.19472247
1917.176133,58.4167425
1718.70717,135.3958144
1841.426389,167.3339399
1899.050161,270.3821656
1918.370567,466.6515015
1758.90924,348.99909
1522.013638,361.6924476
1392.466942,402.6387624
1564.236238,251.6833485
1876.024695,35.4868062
2254.745715,0
2565.217979,0
2648.194398,0
2140.140887,0
1585.272001,0
1236.006306,0
932.6990653,0
765.4300328,0
689.1593648,0
635.6382712,0
696.3243874,0
939.4048169,0
1522.872107,0
2175.047425,120.2456779
1566.748411,418.4713377
1385.27264,700.3184712
1515.799564,920.6096451
1577.097537,1052.320291
1618.003943,1080.163785
1454.868416,1017.925387
1246.447912,853.5941766
1125.627463,606.9608736
1131.138781,209.5086442
1498.04035,28.25295723
1924.526114,0
2311.697524,0
2441.979383,0
1970.66798,0
1453.459743,0
1144.610358,0
878.9637327,0
751.1924672,0
709.8267901,0
684.3215569,0
766.1343692,0
1032.637883,0
1631.26128,0
2289.866491,58.14376707
1597.060626,141.1282985
1382.516981,578.5714287
1482.272386,834.4858962
1512.79884,1001.683349
1540.845526,946.4058234
1402.051625,475.932666
1219.809898,486.7151955
1104.960038,390.6278436
1117.360487,221.9290264
1473.698724,24.15832575
1889.161852,0
2211.575294,0
2311.544938,0
1822.321735,0
1298.224401,0
1001.31616,0
