,pv,el,ev,dam_price
2024-07-27 09:00:00,0.2586,0.1331306184396298,0.14906832294948838,80.55
2024-07-27 10:00:00,0.3205,0.1236028531639324,0.198757763963201,61.2
2024-07-27 11:00:00,0.43210000000000004,0.1236028531639324,0.33850931672834633,51.9
2024-07-27 12:00:00,0.2366,0.5951052638023994,0.5714285714285713,42.7
2024-07-27 13:00:00,0.2348,0.21203625058746955,0.5124223600930415,17.9
2024-07-27 14:00:00,0.2978,0.1236028531639324,0.3105590061294925,44.91
2024-07-27 15:00:00,0.25639999999999996,0.1394824619567614,0.28260869553063883,47.4
2024-07-27 16:00:00,0.1876,0.20300089712807753,0.39751552778892785,64.93
2024-07-27 17:00:00,0.0767,0.323193512092427,0.7422360248845677,58.08
2024-07-27 18:00:00,0.056100000000000004,0.7380217429378607,0.9999999999999997,103.1
2024-07-27 19:00:00,0.015099999999999999,0.864494004967859,0.9472049688942896,160.01
2024-07-27 20:00:00,0.0,0.38415348299455054,0.7732919253462956,162.4
2024-07-27 21:00:00,0.0,0.38692410522773835,0.5155279502308637,132.5
2024-07-27 22:00:00,0.0,0.33399207591830826,0.34161490668286965,107.49
2024-07-27 23:00:00,0.0,0.22466979138456525,0.2826086953931647,108.82
2024-07-28 00:00:00,0.0,0.19820377661773578,0.19875776394028866,119.91
2024-07-28 01:00:00,0.0,0.18867601134203835,0.28260869550772644,114.91
2024-07-28 02:00:00,0.0,0.1802068866525295,0.13975155287970714,99.92
